epoch,step,train/loss_epoch,train/loss_step,val/error_u,val/loss,val/loss_best
260,260,5784.8623046875,,,,
261,261,,5743.87060546875,,,
261,261,5743.87060546875,,,,
262,262,,5706.62158203125,,,
262,262,5706.62158203125,,,,
263,263,,5666.81396484375,,,
263,263,5666.81396484375,,,,
264,264,,5622.1513671875,,,
264,264,5622.1513671875,,,,
265,265,,5577.9453125,,,
265,265,5577.9453125,,,,
266,266,,5535.58740234375,,,
266,266,5535.58740234375,,,,
267,267,,5490.59130859375,,,
267,267,5490.59130859375,,,,
268,268,,5442.0517578125,,,
268,268,5442.0517578125,,,,
269,269,,5393.55810546875,,,
269,269,5393.55810546875,,,,
270,270,,5345.7060546875,,,
270,270,5345.7060546875,,,,
271,271,,5295.5732421875,,,
271,271,5295.5732421875,,,,
272,272,,5242.65087890625,,,
272,272,5242.65087890625,,,,
273,273,,5189.34521484375,,,
273,273,5189.34521484375,,,,
274,274,,5136.1318359375,,,
274,274,5136.1318359375,,,,
275,275,,5081.19287109375,,,
275,275,5081.19287109375,,,,
276,276,,5024.091796875,,,
276,276,5024.091796875,,,,
277,277,,4966.23828125,,,
277,277,4966.23828125,,,,
278,278,,4908.35400390625,,,
278,278,4908.35400390625,,,,
279,279,,4849.57470703125,,,
279,279,4849.57470703125,,,,
280,280,,4789.263671875,,,
280,280,4789.263671875,,,,
281,281,,4728.1796875,,,
281,281,4728.1796875,,,,
282,282,,4667.13232421875,,,
282,282,4667.13232421875,,,,
283,283,,4606.03076171875,,,
283,283,4606.03076171875,,,,
284,284,,4544.4384765625,,,
284,284,4544.4384765625,,,,
285,285,,4482.392578125,,,
285,285,4482.392578125,,,,
286,286,,4420.5517578125,,,
286,286,4420.5517578125,,,,
287,287,,4359.33740234375,,,
287,287,4359.33740234375,,,,
288,288,,4298.720703125,,,
288,288,4298.720703125,,,,
289,289,,4238.5966796875,,,
289,289,4238.5966796875,,,,
290,290,,4179.03369140625,,,
290,290,4179.03369140625,,,,
291,291,,4120.43115234375,,,
291,291,4120.43115234375,,,,
292,292,,4063.085205078125,,,
292,292,4063.085205078125,,,,
293,293,,4007.11279296875,,,
293,293,4007.11279296875,,,,
294,294,,3952.5107421875,,,
294,294,3952.5107421875,,,,
295,295,,3899.231689453125,,,
295,295,3899.231689453125,,,,
296,296,,3847.393798828125,,,
296,296,3847.393798828125,,,,
